Description	Orthogroup	gafu	acte	ando	chfle	chfus	cyca	enqua	heau	hecri	hehe	hemag	hyva	mado	neno	neva	oula	sama	stgag	sthad	stmer
desc	OG0003716	1	0	1	1	2	3	0	2	2	1	1	2	2	1	0	1	1	2	1	2
desc	OG0004877	8	2	1	1	3	1	3	5	5	4	3	3	2	4	17	2	2	4	3	5
desc	OG0005757	8	2	1	2	2	2	3	5	6	4	6	9	2	4	9	3	3	8	9	7
desc	OG0005819	14	9	10	4	5	5	14	28	17	12	14	23	8	6	11	12	3	17	18	12
desc	OG0007085	10	2	9	1	2	1	10	53	25	9	17	29	12	2	18	5	5	31	28	36
desc	OG0005688	35	5	6	3	7	8	14	21	12	11	10	13	6	6	11	7	11	14	14	22
desc	OG0006874	14	4	7	31	17	9	12	9	9	8	12	34	2	69	7	6	12	11	14	12
desc	OG0000799.1	2	1	1	3	2	0	2	2	2	1	1	33	1	0	1	3	5	2	2	3
desc	OG0004512	84	126	76	43	29	71	95	93	70	79	135	160	76	127	29	105	62	103	103	60
desc	OG0003783	2	2	1	1	3	3	1	1	2	1	1	0	2	2	1	4	2	3	2	2
desc	OG0004652	12	4	2	4	2	1	4	15	16	16	8	15	8	2	6	4	1	19	8	14
desc	OG0005178	13	12	9	10	3	5	10	25	14	10	18	41	4	5	9	9	10	15	27	23
desc	OG0006913	5	1	2	2	3	3	4	3	4	4	9	9	2	2	3	3	3	6	6	11
desc	OG0004295	3	2	2	1	2	3	3	6	5	4	3	3	2	10	2	4	2	4	4	4
desc	OG0004463	6	1	1	2	2	24	2	5	2	10	3	3	0	4	3	2	2	6	2	5
desc	OG0007079	45	8	11	3	6	20	18	17	15	19	22	34	7	19	10	25	11	14	17	19
desc	OG0006650	9	2	1	2	1	1	5	10	4	4	2	3	5	2	2	3	1	10	11	3
desc	OG0003675	7	1	3	1	2	2	3	3	4	4	4	7	1	1	1	2	2	8	6	5
desc	OG0003426	63	21	106	3	4	15	126	140	86	62	195	10	28	19	21	42	10	172	176	215
desc	OG0006898	57	2	18	6	2	2	10	25	19	10	40	21	4	7	8	15	17	46	28	46
desc	OG0004876	13	3	1	1	3	1	7	11	8	22	8	16	6	4	4	5	6	8	6	4
desc	OG0005923	25	6	3	2	3	6	7	9	7	3	13	24	5	7	6	6	9	7	4	10
desc	OG0005737	10	4	1	1	3	2	5	23	22	15	7	2	12	5	3	5	5	14	18	7
desc	OG0001909	5	2	1	1	0	1	2	5	5	6	5	2	8	2	3	2	1	6	5	11
desc	OG0006463	16	6	6	2	2	1	4	12	8	5	7	33	2	2	4	4	1	8	7	8
desc	OG0005592	8	3	1	1	2	2	2	3	4	8	3	2	8	3	2	5	6	5	3	3
desc	OG0004164	4	2	1	1	2	3	16	12	4	4	4	1	1	2	8	4	1	5	6	6
desc	OG0003816	17	7	5	1	2	3	8	4	5	2	2	9	2	7	3	3	4	4	14	2
desc	OG0004487	16	3	2	1	3	5	0	10	8	4	11	6	5	6	6	6	4	9	8	8
desc	OG0006008	76	6	12	3	8	15	20	34	27	22	18	34	8	17	13	21	18	28	15	31
desc	OG0006664	23	8	11	25	2	10	4	16	17	11	15	25	3	18	9	18	19	16	17	16
desc	OG0004546	13	3	2	1	4	2	14	9	4	8	9	9	4	2	6	3	2	10	6	10
desc	OG0000391	7	2	2	2	2	2	7	10	5	2	2	4	1	3	2	3	2	4	3	7
desc	OG0005672	14	1	2	3	3	2	3	7	6	6	4	13	2	2	9	4	5	4	4	4
desc	OG0003357	12	6	6	2	2	3	5	5	4	4	2	5	0	4	5	2	1	4	5	6
desc	OG0006897	12	2	1	2	2	4	3	3	4	3	3	6	2	3	10	2	3	5	4	7
desc	OG0005776	12	1	1	7	4	1	2	7	6	4	5	4	5	4	8	3	5	10	7	8
desc	OG0004728	19	4	3	4	5	1	8	17	17	18	9	22	13	11	9	7	9	5	7	12
desc	OG0004854	11	2	1	0	2	1	2	5	4	4	2	18	2	3	4	2	4	6	2	5
desc	OG0004227	1	2	1	2	2	1	2	2	3	2	3	9	1	3	2	3	5	4	4	3
desc	OG0001604	15	3	3	1	3	0	3	7	6	11	5	0	2	9	3	3	2	5	5	9
desc	OG0006492	18	7	10	2	2	1	10	19	13	10	15	11	7	6	8	12	1	18	20	18
desc	OG0002412	13	2	1	2	4	2	24	11	8	12	7	6	6	7	18	4	2	12	16	11
desc	OG0000732.1	14	4	4	1	3	1	8	15	9	13	5	3	4	7	8	4	2	11	9	9
desc	OG0006138	26	7	18	24	30	114	8	6	9	30	7	437	2	52	8	15	127	8	10	6
desc	OG0004046	12	9	4	1	2	2	10	19	18	6	6	3	6	3	7	4	1	12	22	19
desc	OG0007123	8	9	13	20	6	4	11	30	16	10	13	6	15	9	4	10	18	29	8	28
desc	OG0000289	4	1	1	1	2	3	3	5	4	1	3	15	1	2	2	2	1	5	3	4
desc	OG0003572	5	3	11	1	3	2	3	6	5	6	7	8	3	4	4	7	3	5	5	7
desc	OG0006648	18	6	3	2	2	2	4	6	6	5	6	3	2	4	5	4	3	10	7	7
desc	OG0004060	11	6	2	1	3	1	7	14	10	22	11	2	3	5	9	3	3	22	6	14
desc	OG0005522	10	3	2	2	2	1	4	3	4	10	7	4	2	2	4	3	1	8	10	10
desc	OG0006000	11	2	1	1	1	1	3	13	8	2	5	23	2	6	3	4	2	8	3	10
desc	OG0005455	5	2	1	1	3	1	5	7	6	6	4	0	2	2	4	2	0	5	5	2
desc	OG0007174	76	11	6	4	4	5	34	20	18	12	28	8	4	8	14	17	12	31	47	41
desc	OG0004353	24	5	7	4	3	2	19	24	20	14	18	7	5	12	9	14	10	26	32	17
desc	OG0002989	16	14	7	1	1	1	8	28	16	16	13	4	8	5	6	20	3	16	5	14
desc	OG0003578	4	1	1	3	3	1	1	6	3	4	0	2	1	3	2	2	4	1	0	0
desc	OG0003596	20	7	1	1	2	2	6	14	10	11	11	11	2	6	6	3	1	12	8	10
desc	OG0002667	5	2	1	1	2	3	2	3	6	6	4	5	0	1	2	1	2	4	1	3
desc	OG0004671	11	3	3	1	2	1	4	4	4	4	5	7	2	3	4	2	3	6	9	8
desc	OG0006167	18	3	3	1	3	6	1	12	11	21	8	24	8	2	4	6	7	10	7	8
desc	OG0003272	18	2	2	2	2	2	7	7	7	6	6	17	4	3	5	4	1	9	6	10
desc	OG0004883	16	7	4	1	2	2	5	9	10	6	5	11	8	7	7	4	7	4	4	5
desc	OG0003441	30	3	3	1	2	8	7	13	14	10	9	42	8	3	7	6	3	14	6	13
desc	OG0001834	4	1	1	1	0	3	1	4	4	5	6	6	1	3	4	1	4	4	8	12
desc	OG0005127	3	1	1	1	1	4	2	2	3	2	2	5	1	3	1	1	1	2	2	2
desc	OG0004530	21	4	7	8	4	4	8	22	11	9	5	15	6	16	6	8	7	10	7	8
desc	OG0005656	7	1	1	1	1	1	5	5	4	5	7	4	2	4	4	4	9	9	12	11
desc	OG0007221	43	8	16	8	6	4	12	28	26	12	20	116	6	11	5	24	40	19	16	20
desc	OG0007198	18	7	8	2	3	3	4	8	8	10	13	3	2	2	4	8	5	24	15	31
desc	OG0004317	8	2	1	1	3	2	1	2	1	5	2	8	0	6	4	1	4	3	2	5
desc	OG0005126	28	4	3	1	4	2	16	22	41	27	19	16	28	10	40	6	6	42	28	20
desc	OG0001094	6	2	0	1	0	0	3	8	7	14	7	1	4	2	3	1	1	13	6	23
desc	OG0007111	5	10	13	2	3	2	4	6	4	3	3	17	2	5	8	12	10	8	7	6
desc	OG0004548	90	16	36	9	7	9	48	49	37	32	39	52	17	24	43	49	22	34	42	48
desc	OG0002875	4	3	1	14	2	1	7	5	3	5	2	3	2	2	4	2	3	4	5	6
desc	OG0006931	12	4	6	3	4	3	12	15	10	6	7	28	3	11	3	8	26	11	8	8
desc	OG0007115	19	9	4	1	3	6	5	9	8	4	7	4	2	6	3	5	8	9	7	6
desc	OG0006073	11	2	2	1	2	6	6	8	8	6	5	0	2	5	2	3	4	6	6	6
desc	OG0006565	7	2	3	1	2	1	5	9	7	8	9	7	2	4	1	5	4	10	6	7
desc	OG0004174	26	16	5	2	2	6	18	19	22	16	25	13	14	8	15	14	9	28	18	27
desc	OG0007153	20	1	3	7	2	9	13	7	6	8	8	2	6	3	2	8	8	9	3	4
desc	OG0005076	6	1	3	1	3	1	6	4	5	8	4	2	0	3	3	2	118	7	2	4
desc	OG0005746	2	2	1	1	2	1	2	4	3	4	5	6	2	1	3	1	2	4	2	2
desc	OG0007158	12	8	2	12	2	2	5	7	4	4	5	6	5	9	2	4	6	6	7	8
desc	OG0005235	4	0	1	1	2	3	1	4	2	2	1	1	1	3	3	2	10	3	1	0
desc	OG0000147.1	16	7	1	2	3	5	16	30	26	56	85	8	14	8	5	7	2	46	29	76
desc	OG0004907	13	2	2	2	2	2	3	17	9	4	5	14	7	3	13	5	3	8	5	5
desc	OG0006080	69	41	18	15	13	24	29	70	42	37	81	147	18	45	12	51	41	59	43	44
desc	OG0005575	9	4	2	1	2	9	4	10	11	4	11	21	2	6	6	4	4	11	10	18
desc	OG0000849.1	2	2	1	4	2	1	5	6	4	2	2	8	2	3	1	1	1	8	4	3
desc	OG0005059	21	11	22	2	2	10	8	17	12	10	18	11	3	8	6	18	21	21	26	18
desc	OG0001629	16	4	2	36	10	8	18	13	8	10	1	15	6	22	46	7	34	2	6	3
desc	OG0003072	3	2	2	2	2	5	6	13	6	1	10	2	5	5	6	4	4	4	5	10
desc	OG0003292	4	1	0	1	2	2	2	2	2	2	1	5	0	2	5	1	2	3	2	2
desc	OG0004167	2	1	1	4	3	2	3	3	2	2	3	9	1	5	1	3	3	4	4	3
desc	OG0007338	26	10	5	2	2	6	32	24	21	6	15	26	8	5	16	16	11	19	16	25
desc	OG0003624	7	2	1	1	2	2	2	2	6	7	3	5	2	3	2	3	2	4	2	4
desc	OG0006533	14	3	2	1	2	3	8	16	12	6	13	12	12	5	5	5	7	16	11	18
desc	OG0001596	10	1	1	1	3	2	2	5	3	2	2	1	1	2	3	1	1	2	1	3
desc	OG0003206	16	2	2	1	3	1	10	15	18	20	14	14	3	9	4	6	3	12	11	19
desc	OG0004518	35	13	17	5	5	6	18	27	33	23	22	45	13	25	13	28	14	21	22	19
desc	OG0000422.2	10	1	2	1	3	1	7	8	6	6	4	22	2	6	4	3	5	5	6	5
desc	OG0006493	86	20	12	28	33	11	100	52	56	60	54	56	14	68	10	39	82	62	76	88
desc	OG0002048	4	2	1	1	2	1	2	5	6	4	4	1	2	2	2	2	2	7	6	6
desc	OG0002439	16	1	0	1	2	1	1	5	4	4	1	1	2	2	1	2	1	1	1	2
desc	OG0000717	22	3	3	2	2	7	8	5	6	6	14	19	4	16	7	7	6	10	8	7
desc	OG0004426	3	0	1	1	2	2	2	2	1	1	4	11	0	1	1	1	1	2	1	0
desc	OG0007070	11	2	3	1	2	4	2	13	11	3	7	2	5	4	10	6	4	13	10	10
desc	OG0003408	102	3	14	7	16	1	16	125	121	4	63	61	11	9	5	12	1	84	60	114
desc	OG0003703	16	4	10	2	2	2	2	14	11	7	4	75	3	8	25	20	5	9	7	5
desc	OG0004863	22	3	7	2	3	2	5	6	4	10	7	15	4	6	9	4	5	10	13	10
desc	OG0002458	12	4	3	2	2	2	16	6	6	6	4	5	2	4	5	5	2	7	5	6
desc	OG0004423	8	2	3	1	2	2	5	3	2	2	4	5	1	2	3	2	2	5	3	4
desc	OG0005534	6	10	3	6	2	2	79	26	12	7	11	6	10	7	5	18	5	10	75	36
desc	OG0002928	8	1	2	1	2	4	2	3	66	4	2	10	1	5	1	3	2	4	4	5
desc	OG0003779	5	1	1	1	2	1	3	29	20	1	6	4	0	5	2	2	1	10	6	10
desc	OG0006090	25	6	7	3	3	13	8	7	14	14	14	6	1	9	6	15	15	16	11	12
desc	OG0006029	7	4	1	2	2	1	6	9	6	7	3	3	5	6	4	4	4	4	4	6
desc	OG0005212	5	2	1	1	3	1	2	5	5	4	4	9	2	3	1	4	2	5	3	5
desc	OG0006786	292	43	85	59	6	42	567	232	456	69	97	103	15	35	30	27	18	228	446	557
desc	OG0005823	13	6	3	1	3	3	10	7	10	6	8	14	6	3	3	4	5	8	5	6
desc	OG0002207	3	2	1	1	3	1	1	5	4	3	2	2	2	2	7	1	1	3	3	2
desc	OG0007124	15	2	2	1	2	1	3	8	8	10	7	5	2	4	10	5	3	7	4	6
desc	OG0004765	11	10	5	2	2	5	3	13	12	26	17	7	2	5	15	5	3	24	11	13
desc	OG0003781	3	1	2	1	1	3	4	3	2	3	3	12	1	2	1	3	1	4	4	5
desc	OG0001553	19	2	18	3	3	10	3	12	11	16	21	9	8	3	14	31	4	11	10	25
desc	OG0006921	107	12	12	9	4	3	15	18	31	19	14	59	6	22	12	16	30	12	17	21
desc	OG0007207	34	9	9	5	10	7	11	11	11	16	16	23	4	18	3	12	10	18	12	13
desc	OG0006756	12	1	3	3	2	1	6	13	7	4	8	3	2	3	5	3	2	12	5	10
desc	OG0003692	17	3	1	1	1	2	18	7	4	4	2	4	2	4	5	3	2	6	4	6
desc	OG0006909	16	4	1	1	2	5	2	9	6	10	5	2	2	4	2	3	1	10	6	3
desc	OG0003725	7	2	1	1	2	2	6	3	3	5	2	3	1	1	1	2	3	4	2	4
desc	OG0007262	14	6	7	3	2	14	11	6	4	8	10	30	2	2	3	9	12	7	16	9
desc	OG0005764	17	1	2	1	1	3	2	2	2	3	5	12	1	10	3	1	2	5	3	8
desc	OG0002542	50	24	20	38	8792	27	30	23	28	48	21	77	4	8	28	23	54	32	40	38
desc	OG0005422	1	1	6	1	2	2	3	20	8	44	2	0	2	4	5	1	3	1	1	2
desc	OG0005432	24	5	2	1	2	1	8	14	12	28	14	12	6	2	4	7	1	27	20	26
desc	OG0003219	20	1	3	7	2	4	2	4	2	6	3	9	2	1	3	4	3	6	7	7
desc	OG0005810	13	4	2	3	3	2	3	17	15	11	6	1	6	19	8	11	7	9	12	8
desc	OG0003749	10	7	2	2	2	1	8	6	8	6	3	7	3	3	3	5	4	7	10	6
desc	OG0004347	7	1	1	1	3	2	0	2	2	1	2	3	2	4	1	1	2	1	1	2
desc	OG0006561	18	3	4	2	2	4	12	11	10	14	10	13	3	2	0	9	3	17	9	15
desc	OG0004929	12	14	2	1	1	1	3	9	8	6	9	8	6	4	5	3	4	4	3	10
desc	OG0003170	15	2	1	5	3	3	4	5	3	4	2	5	2	1	4	2	2	4	3	4
desc	OG0003195	4	2	2	3	3	2	4	7	8	4	2	6	2	2	3	1	1	4	7	7
desc	OG0002706	8	1	1	1	2	2	2	2	2	8	3	7	0	2	4	1	3	2	2	4
desc	OG0006165	8	1	1	1	1	6	2	2	2	7	4	2	1	8	3	4	12	3	2	2
desc	OG0005497	13	2	2	1	2	3	6	3	4	2	9	3	2	2	2	2	2	6	5	5
desc	OG0007288	5	16	2	3	8	16	52	34	22	16	22	64	19	17	10	19	26	45	42	69
desc	OG0003373	76	17	56	7	4	3	38	37	40	24	60	28	14	8	23	25	7	76	70	48
desc	OG0002944	17	2	2	4	2	2	8	15	13	11	15	6	6	3	5	6	2	17	12	10
desc	OG0003598	10	2	2	1	4	2	5	7	4	4	4	15	3	11	2	3	12	6	5	6
desc	OG0004716	19	3	2	4	4	4	11	8	8	15	5	84	0	11	9	7	5	8	8	14
desc	OG0001963	57	17	9	4	3	5	30	55	26	38	36	7	8	12	12	26	4	49	33	42
desc	OG0007203	21	4	8	1	2	2	4	14	17	8	8	7	4	7	6	10	4	10	9	13
desc	OG0004786	3	1	3	1	2	2	6	5	7	10	3	3	3	2	2	3	2	7	4	6
desc	OG0004785	6	5	2	1	2	1	3	13	24	5	4	3	2	2	5	4	3	7	4	5
desc	OG0002445	5	4	1	1	2	1	16	7	5	4	7	5	3	4	6	12	1	15	9	13
desc	OG0007163	43	1	1	1	2	2	2	5	39	8	2	0	1	4	1	2	1	4	2	3
desc	OG0004683	3	4	1	1	1	2	3	6	4	6	8	2	5	4	6	2	1	8	3	7
desc	OG0006783	11	8	5	2	2	2	6	8	6	4	7	10	2	5	8	3	1	8	13	8
desc	OG0006519	52	8	17	3	13	11	13	13	13	19	17	25	4	27	19	16	5	14	18	18
desc	OG0004819	17	3	3	2	2	1	10	12	10	8	8	4	2	2	3	3	4	6	7	12
desc	OG0002065	4	2	1	1	0	1	4	6	6	4	3	3	5	2	3	2	1	4	2	5
desc	OG0005659	15	5	3	3	2	1	8	22	18	14	10	9	10	4	6	7	2	12	13	16
desc	OG0007137	11	3	6	19	2	14	10	25	12	7	7	37	6	5	9	11	13	8	9	9
desc	OG0007100	19	6	3	3	2	8	8	15	11	4	10	18	2	7	6	5	17	15	9	9
desc	OG0006732	12	2	1	1	2	8	6	9	7	8	4	14	1	6	3	6	14	7	5	9
desc	OG0004417	0	0	1	1	2	3	3	4	6	1	3	6	1	2	1	5	2	4	4	5
desc	OG0002671	10	2	1	1	2	2	2	3	3	8	8	4	1	4	3	1	3	6	9	6
desc	OG0006588	12	2	2	3	3	2	3	9	6	20	16	12	2	11	3	6	7	44	5	23
desc	OG0000859	15	3	3	1	4	2	6	5	4	8	9	13	2	51	7	3	6	12	7	6
desc	OG0000686.2	15	1	2	2	3	1	4	5	7	6	7	3	6	3	4	3	1	5	5	8
desc	OG0003761	5	2	1	1	2	3	4	13	6	8	2	13	4	3	2	2	4	4	3	5
desc	OG0003358	16	5	4	2	2	3	7	7	4	5	23	12	1	2	4	3	2	8	8	12
desc	OG0002035	1	4	1	2	2	1	6	5	5	6	6	1	4	2	2	2	1	7	7	8
desc	OG0000422.1	0	2	5	10	4	1	0	3	2	2	1	1	0	8	3	3	28	3	1	5
desc	OG0002987	14	12	13	1	4	2	18	13	10	15	14	62	4	12	9	6	6	9	15	12
desc	OG0007216	13	4	2	2	2	15	8	5	5	2	8	13	3	6	16	3	6	14	8	11
desc	OG0004152	19	6	7	1	4	3	26	12	12	8	17	7	5	6	4	9	4	11	34	25
desc	OG0004879	16	6	2	1	2	1	4	7	8	7	5	3	6	7	3	5	1	6	7	6
desc	OG0003354	4	1	1	1	5	2	2	0	2	2	4	7	1	4	3	1	1	4	3	3
desc	OG0004718	11	2	1	1	2	2	3	6	6	8	6	8	2	3	4	2	1	6	6	8
desc	OG0006760	14	1	1	1	2	4	3	4	6	8	6	7	6	5	8	3	8	4	3	3
desc	OG0005697	11	4	6	1	3	5	10	14	13	12	10	5	4	4	4	6	3	15	11	14
desc	OG0005714	6	1	2	2	2	3	4	7	5	4	2	5	2	3	1	1	3	2	3	2
desc	OG0000731.2	7	2	1	1	2	1	4	10	7	6	5	1	4	2	8	2	0	8	6	8
desc	OG0005099	32	6	6	11	2	4	16	35	27	12	28	11	5	5	3	9	2	65	33	48
desc	OG0004500	24	3	12	2	4	17	7	8	12	2	10	6	4	5	26	9	6	14	9	22
desc	OG0007289	14	3	4	2	2	6	6	7	7	6	7	12	4	6	3	7	4	4	6	9
desc	OG0004992	24	8	8	11	4	3	22	22	21	10	19	52	6	8	26	13	16	23	26	26
desc	OG0003473	3	5	7	7	12	11	22	23	16	124	15	15	25	26	4	10	9	23	15	12
desc	OG0001916	2	3	1	1	4	1	4	4	4	6	5	1	9	2	3	3	2	6	5	7
desc	OG0005624	12	3	2	2	3	1	4	5	4	4	5	7	2	2	6	2	3	4	3	4
desc	OG0002748	2	3	2	1	2	2	2	5	4	2	5	4	3	3	1	4	2	7	5	6
desc	OG0004450	11	4	1	1	2	2	1	3	2	1	1	40	1	2	3	1	3	2	1	2
desc	OG0004746	18	12	4	6	6	3	11	17	15	8	6	5	7	5	33	7	5	7	8	11
desc	OG0007242	3	1	1	1	2	11	3	5	4	2	5	3	1	2	5	3	3	8	5	4
desc	OG0001326	6	2	4	4	1	8	1	4	3	2	4	3	1	3	2	2	1	4	5	4
desc	OG0004303	13	7	2	2	4	1	4	11	9	4	7	23	3	6	4	5	4	12	8	10
desc	OG0000961.2	40	8	3	7	6	2	12	32	38	32	28	27	14	14	18	9	6	28	18	36
desc	OG0004266	5	1	1	1	1	1	2	2	2	1	1	7	1	3	1	1	2	2	2	2
desc	OG0005963	3	2	2	2	2	4	4	4	4	3	3	4	2	2	2	3	2	5	5	6
desc	OG0005038	41	12	1	2	4	5	6	26	8	3	6	3	4	2	2	4	5	25	6	12
desc	OG0005628	36	3	8	5	10	4	6	10	11	10	11	11	1	23	7	13	7	10	21	11
desc	OG0006502	9	4	3	11	3	2	17	8	7	5	7	8	8	4	4	3	8	9	13	12
desc	OG0003400	18	2	5	1	2	3	2	5	4	3	4	8	2	6	8	16	18	8	4	6
desc	OG0003639	11	2	1	7	2	3	13	15	10	8	12	12	4	3	2	3	2	9	11	13
desc	OG0005790	6	1	1	1	2	3	3	7	4	5	7	3	2	3	4	4	4	7	5	6
desc	OG0005780	8	3	3	7	2	1	5	10	7	7	7	18	2	3	2	4	9	10	7	10
desc	OG0002228	2	1	1	1	2	2	2	4	4	4	4	1	4	1	1	1	0	2	2	3
desc	OG0001682	6	2	1	1	3	1	3	6	6	7	4	3	2	5	4	4	1	6	6	6
desc	OG0004909	4	6	7	1	2	2	5	5	5	4	4	2	2	2	1	3	3	7	8	7
desc	OG0003850	5	2	11	1	2	4	6	5	4	2	3	8	4	4	0	2	3	9	2	4
desc	OG0005765	12	4	1	4	2	1	4	8	6	5	4	2	3	2	10	3	4	13	3	4
desc	OG0006975	13	2	1	1	2	1	3	4	4	6	3	5	1	3	2	4	2	6	4	6
desc	OG0003534	14	2	1	1	3	2	10	13	6	4	3	1	8	3	5	2	1	6	7	10
desc	OG0005139	10	2	4	1	2	10	8	10	4	2	4	10	1	2	3	6	7	8	3	13
desc	OG0003616	5	2	1	1	2	1	2	3	2	2	2	5	2	2	2	1	2	2	4	6
desc	OG0006619	12	3	5	6	3	25	3	8	8	10	7	29	6	5	9	5	4	9	12	8
desc	OG0005434	6	2	1	6	2	1	5	6	6	6	4	7	2	2	5	2	1	6	5	7
desc	OG0005521	20	15	12	3	4	3	25	22	22	20	23	15	16	11	10	15	5	26	22	22
desc	OG0004019	6	1	1	2	2	1	6	9	8	6	7	2	4	2	4	3	1	14	7	8
desc	OG0005608	12	2	1	1	2	2	3	5	6	4	5	5	1	2	4	3	1	4	3	6
desc	OG0003157	22	4	3	7	3	2	11	11	11	24	23	29	3	5	13	4	2	24	24	26
desc	OG0001929	4	2	1	1	2	1	2	4	3	4	5	3	2	4	1	1	1	3	2	4
desc	OG0006753	10	8	3	1	2	2	8	12	8	8	9	22	2	6	15	5	4	12	13	12
desc	OG0004223	9	5	2	1	2	1	4	12	8	4	4	4	1	2	8	2	2	10	7	8
desc	OG0005011	14	15	4	1	1	2	8	15	12	10	11	4	8	5	6	6	7	10	21	10
desc	OG0002949	74	0	2	12	2	1	1	10	8	8	8	27	2	1	7	5	7	4	5	2
desc	OG0006172	3	3	6	4	2	2	6	21	23	18	10	7	4	5	4	9	5	14	20	15
desc	OG0006047	7	0	1	1	2	2	1	4	2	2	3	8	0	2	1	2	0	5	6	4
desc	OG0003818	20	7	5	3	2	2	13	18	14	20	14	14	1	5	3	10	7	18	17	6
desc	OG0006189	4	1	1	1	3	4	1	2	4	32	10	3	3	3	2	3	2	2	1	2
desc	OG0003610	5	3	2	1	4	1	3	4	5	6	4	5	2	3	5	2	3	7	7	8
desc	OG0006885	36	2	5	1	3	10	2	10	5	5	10	9	3	18	2	4	3	10	10	9
desc	OG0003310	17	3	2	1	1	2	7	7	8	4	7	1	5	3	5	4	2	12	4	8
desc	OG0000732.2	6	2	1	0	2	2	2	6	2	3	2	0	3	1	2	1	1	2	2	4
desc	OG0000383	2	2	1	28	9	24	1	1	2	2	1	4	0	45	1	2	172	2	1	1
desc	OG0007218	30	19	9	3	9	12	8	26	18	14	18	8	3	14	18	17	42	20	27	20
desc	OG0004220	17	3	9	31	5	12	8	19	16	21	11	12	6	14	4	5	21	18	14	15
desc	OG0004915	11	4	5	7	2	4	8	7	9	4	4	16	2	3	4	4	4	8	10	9
desc	OG0006691	8	2	8	1	2	1	10	7	8	4	8	5	6	12	5	8	5	9	6	8
desc	OG0005435	28	11	2	3	5	2	26	36	32	41	22	9	22	5	13	7	1	28	23	30
desc	OG0003741	16	3	13	1	2	3	8	7	6	6	10	5	9	7	21	4	2	7	13	7
desc	OG0005958	10	3	1	1	3	1	7	10	11	3	4	14	7	2	7	2	2	4	4	20
desc	OG0003264	3	0	1	1	2	2	3	4	3	5	2	2	4	3	11	1	2	4	3	4
desc	OG0002886	4	1	1	1	2	1	1	2	3	4	4	4	1	3	2	1	1	4	2	2
desc	OG0005771	16	2	2	2	2	2	7	9	6	4	2	12	4	3	4	6	2	4	4	4
desc	OG0006987	21	81	79	51	8	35	190	247	182	26	194	40	16	71	5	25	18	238	250	278
desc	OG0006826	14	8	12	7	2	2	24	16	16	16	24	3	3	7	14	13	4	16	40	47
desc	OG0000489	6	3	4	1	3	2	4	10	12	9	7	4	8	2	13	6	1	10	3	3
desc	OG0006453	17	10	4	2	2	1	14	21	17	11	12	7	14	3	6	4	5	20	20	25
desc	OG0002926	4	1	2	1	2	2	5	3	5	8	5	8	2	2	5	1	2	6	2	6
desc	OG0005978	45	2	2	3	2	4	4	8	7	8	7	10	1	8	6	5	13	4	4	8
desc	OG0003052	2	2	1	1	2	3	2	2	5	4	6	3	5	3	8	1	2	2	2	4
desc	OG0003883	10	2	9	9	3	2	8	29	24	136	22	63	14	2	38	22	8	27	16	27
desc	OG0007031	9	1	1	3	2	1	2	5	5	4	3	5	1	5	5	3	5	5	2	3
desc	OG0003862	8	0	1	4	2	3	2	2	1	3	1	1	1	1	2	1	1	2	3	2
desc	OG0004304	14	3	1	6	2	2	0	5	29	9	4	1	1	4	1	5	3	5	3	4
desc	OG0005552	47	6	7	1	3	1	19	6	7	7	9	6	4	4	17	9	4	10	17	14
desc	OG0007159	29	4	4	2	4	7	6	14	13	8	11	2	6	8	4	10	11	17	10	14
desc	OG0006636	33	11	11	3	3	4	20	34	29	14	18	4	15	5	9	16	9	19	17	24
desc	OG0002948	2	1	4	1	3	2	2	3	3	13	3	12	2	6	4	2	2	3	2	5
desc	OG0006903	24	4	1	1	3	1	2	3	4	5	2	0	1	3	2	2	1	2	2	4
desc	OG0006407	57	7	3	2	5	2	14	24	36	15	11	6	4	4	5	12	30	11	13	19
desc	OG0005021	0	1	1	1	2	2	4	6	4	2	1	4	0	25	12	2	3	5	6	4
desc	OG0004838	4	4	1	1	2	1	8	6	18	6	7	4	3	2	2	3	1	10	6	6
desc	OG0002652	4	3	1	1	2	7	4	2	4	3	2	13	1	3	2	1	2	3	3	3
desc	OG0002431	4	1	1	1	2	1	3	4	6	6	3	2	2	2	2	3	1	4	3	5
desc	OG0004976	14	2	5	3	2	3	4	8	6	12	8	8	1	4	4	4	7	10	20	19
desc	OG0001204	12	5	5	1	5	9	4	12	14	13	11	3	3	8	4	15	10	12	15	20
desc	OG0004739	29	4	2	4	3	2	8	11	8	8	9	4	4	6	18	3	2	9	6	6
desc	OG0004536	31	4	2	3	4	1	9	18	11	8	8	9	4	11	4	5	5	12	7	11
desc	OG0001780	2	1	0	1	2	2	2	1	3	2	1	0	1	2	8	1	1	3	2	2
desc	OG0002681	6	2	1	1	3	1	2	7	9	8	10	4	2	2	3	2	1	7	8	12
desc	OG0006728	6	4	2	2	6	2	7	6	8	3	8	8	2	25	3	4	14	10	11	8
desc	OG0006019	6	3	1	1	3	9	2	5	6	2	2	3	1	3	3	2	9	6	4	4
desc	OG0004673	12	6	2	2	3	1	7	9	9	11	7	6	4	7	1	10	10	10	6	9
desc	OG0005105	32	12	8	4	4	3	17	21	16	22	6	30	10	12	6	22	12	18	15	28
desc	OG0002696	8	1	1	4	2	1	4	5	3	3	4	15	2	3	3	3	7	6	3	4
