Description,Orthogroup,acte,ando,chfle,chfus,cyca,enqua,gafa,heaur,hecri,hehe,hemag,hyva,macdac,neno,nema,oula,sama,stgag,sthad,stmer,exadia,golob,gonor,gopla,isnoc,pabor,cebra
desc,OG0006217,1728,1343,945,332,2455,393,1998,3296,986,1776,1096,1996,627,5591,2771,961,4683,2685,3371,729,2709,1371,975,738,3698,1034,240
desc,OG0006443,4684,2642,221,66,0,875,803,1329,1158,3805,1456,93,434,1810,984,2296,498,1492,1284,509,1391,1165,849,607,217,683,775
desc,OG0004993,2034,479,708,217,2390,678,1050,2122,1514,2184,1490,1053,1127,2656,1071,1744,2219,1085,1332,870,1575,2320,1603,1174,2239,2297,497
desc,OG0001169,2090,787,890,0,23,1523,331,2288,3102,3726,2029,429,1260,2066,4644,2533,963,3256,4053,1885,1264,1717,1140,650,646,1361,2109
desc,OG0003867,5925,2998,459,333,99,739,1764,632,948,1414,1955,4612,660,5084,2049,1890,3341,1218,2705,714,1435,2341,1382,1126,12891,2428,908
desc,OG0003103,320,379,280,36,2100,172,217,242,134,204,181,76,169,959,189,196,597,318,181,148,424,559,451,457,1225,728,978
desc,OG0006194,5773,2339,547,48,204,159,5822,3151,1830,712,904,933,1932,617,1780,1384,2632,830,969,537,1178,2096,1422,1117,237,2348,5552
desc,OG0007373,207,103,52,83,6826,271,463,192,100,126,201,1104,42,513,698,249,1016,194,120,140,398,440,240,214,818,958,895
desc,OG0005935,204,41,156,48,2712,133,282,393,125,196,145,602,84,432,175,210,384,142,165,116,270,161,126,137,204,396,576
desc,OG0003841,412,0,333,97,140,334,1029,393,456,880,266,585,220,1617,5080,322,897,552,345,291,1308,451,1170,257,320,0,832
desc,OG0006364,2921,3630,919,519,1433,263,549,2008,1047,768,1852,3137,839,3611,3035,2158,1639,2074,2313,638,2295,1337,832,807,2356,2178,616
desc,OG0004527,515,2003,407,0,48,192,440,801,590,2050,717,526,424,1152,1359,429,580,1272,538,852,648,733,502,547,903,343,750
desc,OG0006260,2325,2942,1554,420,2935,1854,1282,2291,1668,2440,1776,987,1516,3199,2571,1930,3350,2152,2602,2042,2934,2826,1950,1733,1123,1773,158
desc,OG0005266,863,2266,4279,693,3120,646,408,902,455,2138,1340,1733,192,11805,4354,1810,2192,1206,1111,826,1684,1238,797,679,3555,4241,1997
desc,OG0002519,187,25,0,28,42,0,539,230,239,324,157,0,63,709,751,244,1228,204,185,250,628,696,426,500,541,749,453
desc,OG0000940,19665,586,727392,30389,738,0,374,34399,0,2828,252,1519,1622,126847,2983,11303,625829,30606,39869,12126,8427,736,658,1515,29973,45595,15730
desc,OG0000925,347,428,1523,46,18,187,207,260,268,0,123,1929,213,58,573,632,1754,199,241,170,152,127,163,68,67,115,119
desc,OG0005906,14360,10106,3810,773,8976,2515,1172,3622,2802,6910,5408,5879,4919,15189,3003,8546,8111,4723,4138,1324,3887,1731,858,1197,4526,8942,7433
desc,OG0004012,2915,1135,2094,0,22,660,1132,3055,2735,8384,1696,2951,2771,1690,3575,2098,490,5177,2610,2350,2916,2245,2764,1815,856,822,11
desc,OG0005890,3888,2975,3121,154,245,946,422,2370,1788,2383,2382,1841,517,1673,1310,2198,2609,3032,2253,1603,2488,2277,3830,1237,5139,840,727
desc,OG0004307,301,425,379,144,564,434,116,228,190,654,634,400,165,646,599,706,441,912,661,659,443,1053,3841,822,390,193,126
desc,OG0005280,140,54,320,16,7973,116,106,280,122,1178,186,116,29,735,343,182,304,456,154,252,157,241,145,154,189,160,255
desc,OG0004129,279,1036,216,22,119,236,493,290,325,1122,659,684,48,679,292,536,734,1000,695,450,782,538,318,303,575,517,272
desc,OG0002076,2264,72,0,35,0,238,784,692,660,2228,889,396,922,2633,2787,576,1434,3814,4601,737,1489,902,619,405,283,825,8
desc,OG0005891,3539,19421,2302,251,2440,4664,1144,5723,3152,6540,9353,18,2261,4390,3032,5226,2866,8933,9112,7504,5304,1088,786,710,1635,3209,2309
desc,OG0000579,6622,1256,1362,968,473,2316,864,4029,2328,7284,2937,841,2362,5596,3317,3060,1368,3266,3710,1698,2976,2571,2182,1489,1809,2923,438
desc,OG0005271,2728,0,258,0,1518,1694,1125,1149,1172,2346,1646,306,1248,2282,1248,2019,1396,1692,2712,1336,2434,3063,1920,1603,4315,1130,9548
desc,OG0002256,1389,227,0,0,26,318,634,1118,977,3100,1441,441,1378,1088,1480,846,322,1556,1545,0,1192,856,586,500,886,551,691
desc,OG0005302,700,401,274,0,1014,0,577,687,475,450,791,262,616,1878,733,739,797,719,751,342,412,817,537,409,854,580,999
desc,OG0006307,2323,3066,5110,51,2384,208,840,1526,1237,1788,1805,1798,363,5920,1408,3185,4368,2581,2639,721,931,857,581,840,1200,3491,842
desc,OG0005378,448,240,255,23,235,494,422,599,380,732,562,264,548,347,893,415,251,673,583,346,328,697,167,279,124,309,1381
desc,OG0005110,609,720,1177,49,484,156,715,870,652,1720,499,790,313,797,1813,889,1224,633,644,353,297,966,553,609,161,616,661
desc,OG0007134,625,262,729,128,2004,192,451,374,309,369,639,260,368,1106,2101,449,826,432,317,327,316,636,418,317,222,824,1134
desc,OG0005176,169,0,1537,183,65,122,841,812,353,1040,512,313,788,1262,0,722,1163,1089,864,509,350,384,335,210,7,1029,205
desc,OG0004964,1631,1241,1211,452,92,944,905,3305,2138,7196,1654,2492,2424,4653,4529,2299,3954,1965,2053,1205,1790,2121,1250,1106,1829,3280,3531
desc,OG0005622,1363,108,62,56,32,148,469,785,471,1146,382,1386,398,2240,1533,444,1216,1120,330,427,897,722,437,585,905,1299,1315
desc,OG0005037,1386,767,733,138,0,283,54,334,249,344,487,1123,0,1621,417,1590,2047,452,746,220,311,381,250,260,201,351,422
desc,OG0006863,3939,4959,897,64,537,1254,1170,2875,1826,2618,2540,953,1266,2533,2292,3625,491,2589,3789,1491,1897,1845,1282,1117,1558,2098,2718
desc,OG0000858,1704,2422,517,194,12,1092,1066,2562,1567,4648,1307,394,1033,4355,2774,1736,804,2122,2250,1126,1313,1410,825,760,1109,1690,532
desc,OG0007353,2273,3660,5643,2081,17046,746,592,592,653,3370,450,14679,206,9836,5194,3320,22992,406,631,391,1949,941,444,387,6421,3492,1811
desc,OG0007301,2290,3072,5707,318,916,618,1051,1636,1122,1629,2006,309,1463,2291,911,2313,4882,2094,2598,1100,507,796,585,449,1044,1980,1569
desc,OG0006109,1111,818,335,14,34,725,357,1517,1048,2206,772,65,707,806,1474,614,122,1326,1395,257,2526,1135,1851,792,7,459,354
desc,OG0003756,1546,0,262,159,940,629,787,1588,1192,2803,1762,1830,414,1395,4210,1028,733,2168,1551,1222,1149,2660,1931,1500,725,2014,914
desc,OG0005171,1251,2626,1259,148,168,892,1311,2844,1221,2991,2965,722,589,4757,2050,3443,2840,4367,3862,1422,2909,2075,1728,1398,1159,976,359
desc,OG0002190,13025,3209,63,31,75,825,1238,2620,1414,0,1964,194,1618,2281,3157,4883,924,2816,1540,993,1553,861,563,388,884,1468,1378
desc,OG0003971,3788,3327,350,51,1776,670,1474,1524,1104,2116,1997,423,937,902,2007,3858,881,1204,1444,991,1435,1108,657,915,1495,1259,1136
desc,OG0005546,6118,8253,529,93,401,1313,623,4275,2790,4330,5382,149,1780,1916,951,4094,9563,2484,3770,2790,2672,3388,1756,2697,2118,2132,2414
desc,OG0006648,263,449,61,25,676,43,174,480,386,2364,348,569,438,707,394,979,903,464,0,235,477,293,314,171,202,736,1358
desc,OG0005645,2044,1175,177,59,257,328,685,1265,980,2086,814,826,1536,1952,2768,1638,2126,1004,945,300,2149,820,411,470,1237,3231,1875
desc,OG0005942,1251,2916,2611,375,1682,845,1292,3547,1511,2648,799,1680,1347,6919,2312,3443,2967,1379,1115,1028,5102,1870,1121,946,616,2765,311
desc,OG0002277,331,0,0,10,288,266,470,937,1081,2162,533,44,254,2614,1846,626,0,681,679,451,226,550,456,543,469,1166,200
desc,OG0005564,2696,6140,1031,113,452,2646,487,4019,2296,14314,1807,1632,1028,3619,1641,4396,1822,6032,4725,3551,2852,3103,2342,1836,15,1541,4082
desc,OG0003751,43772,22705,4536,97,0,20897,8990,16691,11488,18325,15194,119,7511,1287,2839,26045,851,17193,25586,9575,18041,15316,9549,8555,4717,6811,565
desc,OG0005291,1961,1127,211,140,272,542,594,1661,1602,3666,1467,521,3960,1066,2517,942,700,760,2314,426,436,364,233,303,1330,1772,1601
desc,OG0007157,1035,1418,993,147,440,788,218,2050,1004,670,529,1184,476,2354,487,1105,5296,684,923,286,566,1225,942,1122,2234,972,835
desc,OG0004376,9183,6415,1734,402,7557,1145,2027,1769,1520,5786,4360,2123,2390,6427,2588,5002,5142,2429,2163,815,1623,927,607,784,7228,5447,3676
desc,OG0006232,724,963,81,130,44,382,276,779,551,1610,910,454,307,1167,152,1148,913,902,715,411,729,519,423,250,791,787,414
desc,OG0004112,7020,2013,727,176,1730,1949,1196,2806,2296,4306,3272,1331,2480,3252,2596,3664,3427,3599,2461,2098,1411,1404,1161,869,1960,1983,2268
desc,OG0004475,2426,1188,1221,0,0,1421,460,3093,1267,5326,2770,984,710,3261,2632,2251,1609,4567,0,1130,2453,851,693,524,570,3193,741
desc,OG0007323,184,422,751,45,1751,430,221,439,212,615,296,92,519,497,408,591,1264,1324,296,270,290,394,340,282,642,571,87
desc,OG0005938,63,51,162,43,282,34,91,245,186,164,83,30,60,632,151,272,1699,199,38,44,449,479,688,273,11,607,81
desc,OG0000482,2715,249,656,255,1667,1234,676,3866,3757,15536,10442,16,3532,3675,1213,1930,1173,8130,8897,6028,2296,2494,1793,1858,1624,895,365
desc,OG0002197,1081,12732,6737,595,4497,756,570,857,471,1565,59,1188,855,7260,8356,2536,8527,503,468,144,5557,228,184,242,3433,1196,8094
desc,OG0003641,652,370,132,29,1581,270,62,1127,464,54,2196,187,632,847,550,844,1226,369,523,598,103,270,64,19,718,264,215
desc,OG0003563,755,21,356,54,353,215,318,188,151,390,86,460,0,901,1458,332,641,285,506,98,611,774,958,17,7,171,8
desc,OG0003747,109871,12996,1804,461,0,14195,2603,8345,8488,32897,10344,4472,11286,9914,34389,7752,3916,33443,28931,10897,4900,4598,2982,2588,1579,1729,1103
desc,OG0004008,4096,2526,5209,1188,227,1896,1281,2884,2738,8830,12684,6964,4400,9521,4457,3167,5136,26391,5676,2332,2672,2597,2188,1719,1050,1591,266
desc,OG0007433,1985,903,356,66,1836,1554,181,933,812,872,450,402,686,942,562,2405,1100,1648,2045,1064,985,526,634,303,90,564,75
desc,OG0001920,1365,606,0,0,126,1675,875,2647,760,8824,1255,1396,594,1531,1561,1081,0,5876,3730,3437,2106,1847,1874,1091,8,745,25
desc,OG0006889,896,644,300,62,435,773,500,1917,1236,1170,1990,1265,1702,2507,2195,1610,2160,3097,1395,1629,2736,783,539,821,1558,435,678
desc,OG0004058,1629,352,564,322,37,1370,1005,1975,995,6484,2505,1582,416,3974,1307,2139,1335,2041,2351,1841,2121,1287,786,686,2132,3707,5360
desc,OG0005134,316,285,425,37,186,542,93,690,483,554,794,976,61,1481,729,420,643,806,685,858,1024,517,532,394,614,284,587
desc,OG0001064,794,703,607,26,2503,468,640,581,386,1008,1253,1251,508,4761,1417,1254,1261,766,732,321,1044,668,489,442,565,1414,1088
desc,OG0007264,422,633,56,86,682,164,307,738,752,419,696,154,368,837,3071,1073,495,1716,694,583,841,998,398,368,67,1288,163
desc,OG0002335,915,3161,1865,989,19,528,2402,10473,9990,592,5278,2479,1396,2578,1111,1821,206,3991,0,5391,529,2411,1670,1484,6167,9682,4063
desc,OG0006214,783,2236,369,175,814,409,896,945,475,1986,765,1118,604,1962,2005,915,1521,1656,1598,663,1317,736,500,582,1188,4918,3628
desc,OG0007432,965,1347,119,80,1229,280,425,907,721,719,1197,1504,521,787,336,1484,1409,878,1625,475,762,651,601,628,483,1762,1357
desc,OG0005235,855,668,159,0,134,332,256,0,174,260,254,269,101,1089,300,253,288,318,365,213,548,804,513,359,270,214,473
desc,OG0004117,2220,1590,3735,0,77,12857,270,3028,1468,2390,1607,545,2123,3438,1590,7330,2797,2942,11683,3451,2002,617,629,471,43,527,295
desc,OG0003750,524,567,275,0,236,162,722,517,11409,1444,508,1165,5,2750,167,1578,925,762,646,493,1469,1071,648,410,363,2072,202
desc,OG0004631,309,55,260,23,34,190,222,3706,1594,67,878,234,69,1343,390,700,610,1017,868,594,470,667,382,312,440,232,405
desc,OG0000542,1686,2428,1413,192,1976,1211,888,2962,1827,1895,1259,1692,1188,3704,6623,2555,1776,3775,1396,721,2678,6068,4443,4082,282,2720,515
desc,OG0005920,205,157,11,30,198,61,78,150,118,233,200,258,112,711,135,309,254,264,191,133,101,232,147,284,184,193,178
desc,OG0007053,19482,27656,12057,334,11253,40620,8348,26389,24203,12795,12227,7417,2853,11918,9955,5584,5684,26247,49674,31793,18326,8698,7688,5414,797,2438,2316
desc,OG0003245,1559,765,341,415,1707,1886,1038,1248,1055,4617,1032,3509,1328,7210,4070,1418,1814,1682,1537,2000,1597,1113,803,752,0,3307,1221
desc,OG0007358,945,1596,520,278,520,346,658,1115,298,1916,1778,620,287,2337,231,1381,1156,1556,1033,574,734,737,777,563,854,2312,544
desc,OG0004147,1747,108,411,0,0,5553,940,863,541,2023,447,437,344,1941,1852,725,564,858,1103,731,1080,928,659,517,295,1043,5
desc,OG0006474,450,207,119,12,877,41,365,506,318,1352,711,120,203,1295,194,356,126,701,399,197,6947,164,98,140,585,16302,158
desc,OG0003907,3625,4054,4397,402386,7971,4184,2465,1532,1400,6270,1484,3815,338,1234,5218,4717,10378,2088,2316,674,6545,2155,1643,1106,3441,3419,9515
desc,OG0002514,1729,713,1108,480,0,812,636,0,2098,0,1716,627,1432,3607,1117,2392,1158,2772,2636,1601,1600,1276,966,595,1900,2217,446
desc,OG0003871,1076,250,13,45,100,82,448,282,334,753,629,769,241,501,513,343,1122,482,504,281,187,252,231,154,289,775,0
desc,OG0003752,263,1901,3257,113,127,327,1352,704,277,2084,625,1187,50,0,1519,1280,1587,1279,1421,690,1032,2521,4032,2094,454,717,259
desc,OG0004235,336,76,200,39,833,39,392,188,116,82,133,188,239,1212,126,111,1384,44,88,104,0,275,309,276,69,198,207
desc,OG0006906,1301,1493,514,51,1609,913,1168,1146,728,3498,1100,740,448,1251,0,2302,1143,2162,1614,1050,1831,799,660,965,747,685,1139
desc,OG0003247,569,18,0,0,32,261,628,375,252,1251,436,270,603,1183,1550,172,176,701,1048,832,828,820,623,550,10,588,159
desc,OG0005673,3641,559,0,19,74,229,330,683,662,4030,974,483,864,882,755,563,1123,571,685,606,642,418,194,252,238,1016,1063
desc,OG0003031,627,346,0,12,24,210,524,2197,616,3295,627,159,652,258,700,1563,1427,456,719,266,726,428,458,313,1219,858,956
desc,OG0006646,84,176,54,10,180,106,117,178,142,464,183,65,40,863,507,405,997,133,71,73,183,766,266,330,337,379,32
desc,OG0004258,6176,18485,1751,482,0,3092,3527,4100,3504,5926,8129,1628,2006,4126,2811,5499,2996,7667,10889,2953,2968,8214,7382,6893,1043,2879,2772
desc,OG0004494,863,1049,1591,0,284,1005,743,2725,1794,3831,2710,425,1732,1715,93,2065,679,1974,2799,968,1743,2341,1750,747,8,2079,934
desc,OG0003198,2687,801,1245,1037,102,571,781,3552,2623,8128,1371,461,2828,4155,4278,2497,1638,2993,3018,1693,2397,3442,2410,2131,1979,1770,458
desc,OG0002718,9202,2502,1258,164,1162,5067,2570,4211,1536,6831,3146,797,779,4595,2644,5244,1510,8900,5812,1979,2963,3925,3751,2419,506,949,1582
desc,OG0007356,798,860,115,14,518,194,345,605,742,732,926,301,182,1426,397,1508,931,686,543,463,505,207,124,155,854,822,279
desc,OG0005008,1040,2061,65,22,44,562,106,646,878,4083,445,246,451,589,748,1706,729,850,744,526,328,540,306,329,1031,417,442
desc,OG0001249,2324,656,57,68,66,306,257,2168,0,1358,542,392,326,1084,1299,1452,1197,1102,728,476,914,603,481,412,100,270,42
desc,OG0006609,204,32,101,61,540,57,2142,281,1567,936,113,18,23,955,322,148,173,324,108,69,576,1141,681,645,496,458,335
desc,OG0004928,2561,494,387,16,93,622,173,893,391,2118,1512,517,1260,2853,3563,665,575,1681,729,760,1079,633,558,444,469,371,3753
desc,OG0002852,1328,594,32,147,79,261,673,394,355,376,142,0,174,1462,362,352,499,767,348,205,1401,801,475,823,507,404,708
desc,OG0007051,4202,1374,363,137,270,326,425,795,392,1066,829,634,472,1670,2045,464,398,1922,1664,843,745,1035,1064,789,442,664,300
desc,OG0002498,1480,551,229,0,59,581,341,1170,904,1440,515,419,1298,1088,1256,664,508,921,385,609,3197,1231,655,501,244,199,231
desc,OG0006919,573,650,423,162,167,194,312,958,456,5918,2534,805,206,2593,360,1229,1682,7387,1585,2424,659,454,358,288,1310,1913,1840
desc,OG0007442,598,619,468,83,3598,182,375,434,458,1112,497,626,277,1429,432,945,1706,582,357,246,419,388,300,277,2754,3507,2417
desc,OG0004617,597,193,26,28,881,240,152,1091,611,455,187,1070,761,1116,619,435,2002,268,299,268,716,627,477,305,590,609,602
desc,OG0005072,1205,5216,3041,728,3361,560,1423,4376,3348,23240,3497,1809,1165,16159,6637,6351,4756,5680,11617,5405,7701,4582,2514,2563,2731,7021,3111
desc,OG0005095,1449,758,318,12,28,311,656,750,734,1970,740,282,976,2487,722,960,403,944,1003,455,984,688,356,548,1667,1584,251
desc,OG0004242,131,0,148,300,351,97,107,1,274,0,353,535,16,1319,615,197,252,259,244,135,253,159,230,133,87,386,417
desc,OG0003916,13002,19655,1306,175,1450,2383,4526,8190,10443,9488,5558,1253,1844,6767,736,5859,686,5089,7101,5700,2304,6318,10796,4658,12817,2619,2359
desc,OG0003889,1081,3437,1325,339,257,641,363,1702,1299,2016,3035,1343,979,7187,1543,3220,2308,1728,2468,2000,1567,1758,1089,1075,52,1445,1875
desc,OG0002991,2202,1371,2101,0,0,1675,948,3010,1158,4092,1919,0,2353,2952,2524,2094,1228,1970,2027,3357,1803,2556,1509,1377,381,988,449
desc,OG0005763,128,78,57,51,812,158,443,371,324,1120,585,319,763,1308,1517,481,1633,457,423,188,71,623,468,207,42,509,1474
desc,OG0004481,1874,5857,0,22,61,1782,666,2000,962,2083,1646,1069,1161,1049,2872,2438,1124,1372,1885,1043,1587,1269,690,833,258,1010,454
desc,OG0003483,1109,1235,1116,1030,269,612,632,1206,972,3451,1285,1294,546,3363,955,1755,1640,1302,1224,1096,1414,1163,661,603,1656,1610,1722
desc,OG0005318,645,2457,891,170,11266,670,653,831,1309,356,592,270,277,1718,2844,2662,1167,848,795,642,644,400,774,300,1553,1521,674
desc,OG0007406,413,307,120,18,1654,124,285,349,289,450,247,233,192,593,270,472,253,203,292,164,307,201,186,141,758,622,482
desc,OG0006333,5826,4704,8929,206,974,3426,1144,3238,808,2672,2547,2415,1156,5110,7763,4899,10985,5362,7032,3119,2195,1827,1298,848,3531,664,1065
desc,OG0006371,313,358,114,20,322,106,243,648,684,384,585,225,172,687,973,515,786,644,0,696,646,617,401,408,378,1715,361
desc,OG0004735,2270,166,410,19,381,44,435,290,148,58,82,1255,20,945,678,229,1095,62,93,83,316,453,323,234,176,858,690
desc,OG0005538,5599,1907,2214,564,907,2844,967,2380,2281,2604,796,506,1804,2993,19085,2585,2498,957,1342,918,30347,1695,837,812,957,1685,2378
desc,OG0004632,3445,800,535,342,1228,340,789,1480,1061,926,693,1930,1185,2473,1267,2164,2730,1328,984,644,953,1751,890,710,9,729,37
desc,OG0004588,853,345,15,18,0,218,139,206,294,398,202,524,19,965,226,335,644,208,298,96,201,637,461,274,181,301,494
desc,OG0000617,2308,3172,2607,1423,1480,652,2655,1570,1130,3386,2460,1666,124,13227,2620,6120,3677,2356,5376,1072,3446,3730,2751,2630,34,4869,708
desc,OG0005593,1383,926,7109,255,262,1484,666,814,605,1356,969,981,1207,1138,1875,1202,2768,1300,2156,871,1310,1633,1213,862,1362,2451,2313
desc,OG0003294,1296,220,2097,0,329,1250,677,2327,1125,2377,1765,1216,550,2845,543,829,915,1873,1603,1222,1314,1642,1194,994,1521,1314,456
desc,OG0005894,3249,3952,3125,535,8866,1976,1024,3483,3876,1851,2910,2395,484,6047,966,5062,4451,2294,2701,2127,1503,1341,542,810,2925,4957,7556
desc,OG0005722,699,714,1420,134,249,309,643,1183,608,987,529,1138,223,1300,336,704,2895,825,497,426,716,739,576,520,993,1562,314
desc,OG0003459,1814,536,356,437,162,2398,1626,3043,1314,2059,861,306,3813,2508,3799,1658,1092,1786,2187,1538,897,1480,1048,724,524,2189,1152
desc,OG0005852,635,1110,178,36,612,944,314,497,170,360,704,451,120,462,306,851,1199,740,398,672,448,381,344,126,101,451,165
desc,OG0006941,1054,1392,1171,178,9646,215,318,731,594,1331,826,1561,864,3071,2360,1210,1746,1062,1346,526,1268,569,493,358,932,874,169
desc,OG0005499,1467,314,2877,0,87,710,833,1106,978,2351,752,1166,572,1306,1326,1071,570,1145,1428,683,762,1224,958,862,1054,989,1374
desc,OG0005554,5343,5651,1855,304,1307,3151,1479,2748,2468,6220,4024,1704,3356,5517,4211,3862,2386,4305,3965,2488,3143,3594,2549,2074,2482,1094,1149
desc,OG0004625,1789,192,138,0,338,556,288,745,690,827,632,102,716,647,1200,366,251,1600,1819,709,923,664,448,329,209,245,39
desc,OG0006595,323,526,305,164,1326,270,116,459,188,414,828,33,430,1107,983,505,954,706,0,390,390,323,252,151,73,232,347
desc,OG0006195,921,581,0,13,840,357,516,607,530,966,723,393,140,881,743,810,403,534,572,486,660,1089,461,586,636,521,949
desc,OG0002377,3320,3034,965,0,23,1307,1981,2518,2103,5852,1793,950,608,1583,2835,3182,447,2720,4539,1386,3034,4624,3619,2756,49,1142,2568
desc,OG0005196,963,548,349,20,338,355,1028,744,560,1796,564,119,226,3881,922,1226,2638,588,564,398,899,693,408,380,1091,1499,773
desc,OG0002976,3785,1299,4614,494,66,2712,2594,2592,3402,14492,6898,6027,1289,3549,8622,2539,1409,10600,8430,4782,3289,2947,2471,2668,11,3193,1877
desc,OG0005758,3526,740,157,100,83,699,264,784,637,1180,707,1160,224,1120,4236,700,2484,1349,1650,806,525,457,402,277,1460,537,744
desc,OG0005746,3224,912,110,42,352,583,371,898,688,2040,794,206,649,1375,1582,931,1268,1127,3387,572,846,618,470,337,1106,1711,1666
desc,OG0002685,231,887,5618,49,0,247,5330,2034,1205,1870,1467,2589,195,0,3579,1551,3519,960,1596,348,933,1445,537,829,4335,2408,924
desc,OG0005899,124,126,161,12,164,57,283,330,181,236,221,611,24,627,115,746,23,383,472,162,425,318,186,138,253,337,93
desc,OG0004688,2429,1404,806,68,281,1085,1424,1911,1748,3791,1935,954,66,1232,649,1646,1478,2499,2160,73,2176,899,752,354,1255,537,320
desc,OG0007125,641,1927,135,111,1871,260,792,806,563,1136,1291,523,355,3023,610,708,608,905,1229,414,691,1134,1164,880,679,457,484
desc,OG0004175,1765,1336,154,0,326,602,850,807,674,1024,758,174,745,1009,526,1113,567,1258,614,547,691,1191,950,825,387,1068,670
desc,OG0000014,490,0,158,143,393,313,1695,713,269,1389,270,5,203,3595,3622,596,113,943,1153,367,3,2003,1471,1289,685,811,834
desc,OG0005594,1120,5221,10310,329,3723,630,784,3142,2170,6362,1671,1152,1746,5483,2084,1577,7234,5119,5360,1420,3525,3343,4180,3521,1161,5260,2780
desc,OG0004633,1883,1925,2273,77,323,677,422,624,954,989,1148,1439,208,1434,584,904,1565,1033,1734,847,627,570,581,385,886,748,225
desc,OG0006987,533,2079,264,72,46,1252,322,1072,938,842,892,342,952,3286,1773,1114,1301,909,704,576,836,1496,376,1190,28,344,233
desc,OG0005501,7691,1697,1426,708,76,4752,2392,7161,5640,19191,5172,1813,7192,4357,4734,3272,823,6757,6668,4069,4223,7996,7457,4866,1794,4637,4676
desc,OG0005836,590,175,26,90,142,393,292,541,512,416,307,529,540,702,1235,315,389,480,456,1210,407,375,238,236,125,949,287
desc,OG0004134,152,87,141,12,194,93,90,415,295,1069,280,170,660,895,3310,257,710,431,514,210,283,312,271,153,106,459,392
desc,OG0003239,332,0,0,0,0,78,301,534,478,1512,739,500,194,1808,614,182,468,1764,1140,224,514,604,270,195,703,960,76
desc,OG0005173,738,572,353,31,228,543,999,825,420,548,194,841,442,1132,1596,1387,898,325,501,296,351,414,713,231,1282,298,38
desc,OG0005769,627,33119,310,87,187,315,693,640,859,1371,441,1279,658,1680,680,1808,1742,785,530,322,2002,609,416,343,9,858,663
desc,OG0005057,179,82,13,122,28,174,528,884,278,358,480,171,159,416,185,709,478,796,474,2191,259,412,217,243,290,92,395
desc,OG0007205,26559,20164,8667,506,9350,8556,637,13270,8665,4003,12455,2767,1736,26729,919,3974,5333,17797,18935,14160,5843,696,988,766,959,1883,1415
desc,OG0007277,605,684,73,104,50,148,179,684,598,978,389,211,767,379,1030,663,273,474,394,263,623,221,133,147,2083,827,1790
desc,OG0004468,3135,827,917,14,100,1137,495,1187,738,2660,1442,336,219,944,1186,1638,437,2174,2630,1060,1160,2238,2228,1672,1042,960,88
desc,OG0006500,790,334,352,16,0,202,844,713,545,1281,591,408,144,1995,718,750,2016,446,560,443,468,582,539,274,1240,1844,1017
desc,OG0003913,654,238,21,35,1114,67,54,189,268,452,533,173,686,1471,1877,250,454,189,161,146,69,1441,255,102,18,76,283
desc,OG0006590,834,778,417,75,370,300,277,1458,903,1430,632,450,157,1877,525,1487,1556,760,1097,446,1310,1629,1346,2806,2373,2507,633
desc,OG0006679,388,205,315,31,3088,100,168,572,322,150,171,1434,349,829,631,482,1210,417,499,84,685,547,57,90,10,293,916
desc,OG0003901,49,49,1280,19,669,244,229,219,107,245,325,150,9,980,539,253,124,320,220,154,535,915,811,978,743,2112,289
desc,OG0002557,979,175,1376,91,387,325,596,542,1810,1728,892,148,102,1212,260,848,799,619,381,308,240,569,477,198,284,381,201
desc,OG0007329,636,762,284,136,996,274,1229,655,603,921,926,133,382,1418,897,1739,1602,1342,995,594,843,882,849,548,767,916,219
desc,OG0006588,2240,5229,950,116,1307,448,888,1004,570,2029,1213,607,600,5271,1242,2646,2682,528,901,1161,1776,498,247,293,2622,4282,3307
desc,OG0002182,409,93,201,0,168,678,1182,990,0,3670,660,724,1239,1563,1320,785,835,732,888,1085,1095,3854,1748,1433,320,772,36
desc,OG0004647,2262,14595,1549,698,4623,1371,1178,2769,1847,15322,5312,2518,429,3873,1199,6387,6514,3704,1843,2300,1193,3286,1771,1033,243,1356,2002
desc,OG0006189,1680,244,243,108,65,766,179,774,3284,2014,1269,278,628,974,462,553,290,1296,1339,426,561,509,406,330,840,319,629
desc,OG0001748,683,362,82,33,117,360,268,332,440,1007,363,211,338,888,424,655,464,642,760,530,0,317,139,117,353,357,247
desc,OG0003611,607,2111,1146,96,560,197,436,608,344,1815,825,519,68,1255,811,799,1910,651,1338,790,1509,1022,868,176,15,335,246
desc,OG0001527,1135,719,125,243,4026,369,250,1537,503,1152,427,107,150,1769,241,1284,1142,591,1153,561,1169,974,687,761,79,1300,709
desc,OG0004090,2425,547,1377,263,85,877,1467,1466,1042,2813,1140,534,906,0,5760,826,704,1193,1041,533,1220,1786,2135,1845,3164,2220,3699
desc,OG0005372,683,345,947,80,74,520,892,487,800,0,1036,577,476,1958,816,383,925,1508,1020,383,511,771,680,503,637,1502,1977
desc,OG0002610,22540,80494,13492,7711,26512,15656,3942,22416,18512,15224,16334,5623,36804,26131,8106,51230,64779,18393,20009,8984,13126,13855,5173,3117,8534,3253,9484
desc,OG0002376,441,28,0,0,0,571,249,398,406,1435,369,5,328,2562,4638,471,81,920,705,424,573,1218,1083,722,544,1425,131
desc,OG0003775,909,131,0,0,35,212,392,1012,906,2392,1406,448,346,547,757,640,225,1586,1756,974,1451,522,566,364,16,902,497
